dataset,positive,tau,min_samples,n_repeats,max_d,selection,method,budget,coverage,coverage_se,purity,splits_with_groups,purity_reaches_tau,net_coverage,net_coverage_se,stability,conditions_spent,train_coverage,minus_vsf,minus_vsf_se,net_minus_vsf,net_minus_vsf_se,fold0_groups,selection_seconds,config,sig,net_sig
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules,4,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules,8,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules,16,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules,32,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules_pure,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules_pure,2,0.4805,0.0068,0.9519,25,1.0,0.2623,0.0164,0.92,2.0,0.4828,0.0,0.0,0.0,0.0,X_1=0 & X_2=1,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules_pure,4,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules_pure,8,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules_pure,16,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,rules_pure,32,0.9566,0.0024,0.9497,25,1.0,0.5008,0.0217,1.0,4.0,0.9566,0.0,0.0,0.0,0.0,X_1=0 & X_2=1 | X_1=1 & X_2=0,0.231,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,tree,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.394,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,tree,2,0.2099,0.1302,0.9495,11,1.0,0.1094,0.0684,0.263,0.88,0.213,-0.2706,0.1319,-0.1529,0.0754,,0.394,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,-,-
synthetic_xor_n20000,yes,0.9,5,5,4,certified,tree,4,0.4983,0.2247,0.9503,25,1.0,0.259,0.1168,0.326,3.92,0.4999,-0.4584,0.2241,-0.2418,0.1191,entropy-None-depth4-leaf4,0.394,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,-,-
synthetic_xor_n20000,yes,0.9,5,5,4,certified,tree,8,0.5757,0.1897,0.9494,25,1.0,0.2988,0.0992,0.421,6.08,0.5774,-0.381,0.1891,-0.202,0.1018,entropy-None-depth4-leaf4 | entropy-None-depth4-leaf14,0.394,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,-,=
synthetic_xor_n20000,yes,0.9,5,5,4,certified,tree,16,0.6865,0.1324,0.9482,25,1.0,0.3511,0.0727,0.581,10.72,0.6911,-0.2701,0.1317,-0.1497,0.0742,entropy-None-depth4-leaf4 | entropy-None-depth4-leaf14 | entropy-None-depth4-leaf8 | entropy-None-depth4-leaf20,0.394,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,-,-
synthetic_xor_n20000,yes,0.9,5,5,4,certified,tree,32,0.7905,0.1131,0.9491,25,1.0,0.41,0.0623,0.725,14.24,0.7917,-0.1662,0.1124,-0.0908,0.0625,entropy-None-depth4-leaf4 | entropy-None-depth4-leaf14 | entropy-None-depth4-leaf8 | entropy-None-depth4-leaf20 | entropy-None-depth4-leaf30 | entropy-None-depth4-leaf12 | entropy-None-depth4-leaf26 | entropy-None-depth4-leaf23,0.394,synthetic_xor_n20000 yes t=0.9 m=5 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,0.235,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf,2,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,0.235,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf,4,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,0.235,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf,8,0.8275,0.0469,0.9677,25,1.0,0.5626,0.1606,0.942,6.68,0.8481,0.0,0.0,0.0,0.0,X_5+X_16#3 | X_5+X_16#5 | X_5+X_16#4,0.235,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf,16,0.8571,0.0443,0.9727,25,1.0,0.6257,0.1517,0.955,13.88,0.8727,0.0,0.0,0.0,0.0,X_15+X_16#3 | X_15+X_16#7 | X_15+X_16#12 | X_15+X_16#8 | X_15+X_16#4 | X_15+X_16#10 | X_15+X_16#9 | X_15+X_16#11,0.235,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf,32,0.8347,0.0437,0.956,25,0.92,0.4545,0.2233,0.926,26.92,0.8972,0.0,0.0,0.0,0.0,X_3+X_11+X_16#5 | X_3+X_11+X_16#11 | X_3+X_11+X_16#15 | X_3+X_11+X_16#1 | X_3+X_11+X_16#9 | X_3+X_11+X_16#2 | X_3+X_11+X_16#10 | X_3+X_11+X_16#12 | X_3+X_11+X_16#0,0.235,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_partial,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,1.639,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_partial,2,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,0.999,1.04,0.8245,0.0,0.0,0.0,0.0,X_16#3,1.639,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_partial,4,0.8459,0.0394,0.9665,25,1.0,0.5654,0.1577,0.96,3.16,0.8676,0.0224,0.0148,-0.0929,0.1014,X_16#3 | X_11+X_16#2,1.639,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_partial,8,0.8664,0.036,0.9409,25,0.92,0.3529,0.1792,0.938,7.6,0.9139,0.0389,0.0288,-0.2097,0.153,X_16#3 | X_11+X_16#2 | X_11+X_16#0 | X_1+X_8+X_11#8,1.639,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_partial,16,0.8795,0.0377,0.9232,25,0.8,0.1836,0.2716,0.93,12.84,0.9389,0.0223,0.0215,-0.4421,0.219,X_16#3 | X_11+X_16#2 | X_11+X_16#0 | X_1+X_8+X_11#8,1.639,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,-
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_partial,32,0.8777,0.0362,0.9182,25,0.76,0.1319,0.3041,0.925,13.76,0.9412,0.0429,0.025,-0.3225,0.2785,X_16#3 | X_11+X_16#2 | X_11+X_16#0 | X_1+X_8+X_11#8,1.639,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_greedy,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,0.007,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_greedy,2,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,0.007,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_greedy,4,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16#3,0.007,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_greedy,8,0.8236,0.0377,0.9777,25,1.0,0.6413,0.1383,0.974,2.6,0.8333,-0.0039,0.0256,0.0787,0.1063,X_16#3,0.007,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_greedy,16,0.8535,0.0441,0.9727,25,1.0,0.6221,0.1499,0.959,14.0,0.8727,-0.0036,0.0098,-0.0036,0.0098,X_15+X_16#3 | X_15+X_16#7 | X_15+X_16#12 | X_15+X_16#8 | X_15+X_16#4 | X_15+X_16#10 | X_15+X_16#9 | X_15+X_16#11,0.007,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,vsf_greedy,32,0.8423,0.0468,0.9648,25,0.92,0.5298,0.2361,0.94,17.48,0.8778,0.0075,0.0309,0.0753,0.1232,X_15+X_16#3 | X_15+X_16#7 | X_15+X_16#12 | X_15+X_16#8 | X_15+X_16#4 | X_15+X_16#10 | X_15+X_16#9 | X_15+X_16#11,0.007,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16=3,0.228,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules,2,0.8516,0.0393,0.975,25,0.96,0.6373,0.2031,0.992,2.0,0.8518,0.0281,0.018,-0.021,0.1365,X_16=3 | X_11=0,0.228,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules,4,0.8609,0.0399,0.9378,25,0.84,0.2983,0.3239,0.932,4.0,0.8898,0.0374,0.0233,-0.36,0.2451,X_16=3 | X_11=0 | X_11=1 & X_16=0,0.228,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules,8,0.872,0.0394,0.9148,25,0.64,0.0624,0.4119,0.907,7.8,0.9338,0.0445,0.0301,-0.5002,0.3443,X_16=3 | X_11=0 | X_11=1 & X_16=0 | X_1=1 & X_8=2 | X_1=5 & X_2=1,0.228,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules,16,0.8887,0.0363,0.9027,25,0.64,-0.0541,0.4408,0.92,14.92,0.9824,0.0316,0.0226,-0.6798,0.3922,X_16=3 | X_11=0 | X_11=1 & X_16=0 | X_1=1 & X_8=2 | X_1=4 & X_7=1 & X_10=1 | X_1=5 & X_2=1 | X_1=3 & X_2=1 & X_16=0,0.228,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules,32,0.8887,0.0363,0.8904,25,0.56,-0.1866,0.4628,0.916,19.4,1.0,0.054,0.0323,-0.641,0.425,X_16=3 | X_11=0 | X_11=1 & X_16=0 | X_1=1 & X_8=2 | X_1=4 & X_7=1 & X_10=1 | X_1=5 & X_2=1 | X_1=3 & X_2=1 & X_16=0 | X_1=1 & X_12=1 & X_16=2,0.228,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_pure,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16=3,0.226,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_pure,2,0.8516,0.0393,0.975,25,0.96,0.6373,0.2031,0.992,2.0,0.8518,0.0281,0.018,-0.021,0.1365,X_16=3 | X_11=0,0.226,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_pure,4,0.8609,0.0399,0.9378,25,0.84,0.2983,0.3239,0.932,4.0,0.8898,0.0374,0.0233,-0.36,0.2451,X_16=3 | X_11=0 | X_11=1 & X_16=0,0.226,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_pure,8,0.872,0.0394,0.9148,25,0.64,0.0624,0.4119,0.907,7.8,0.9338,0.0445,0.0301,-0.5002,0.3443,X_16=3 | X_11=0 | X_11=1 & X_16=0 | X_1=1 & X_8=2 | X_1=5 & X_2=1,0.226,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_pure,16,0.8887,0.0363,0.9027,25,0.64,-0.0541,0.4408,0.92,14.92,0.9824,0.0316,0.0226,-0.6798,0.3922,X_16=3 | X_11=0 | X_11=1 & X_16=0 | X_1=1 & X_8=2 | X_1=4 & X_7=1 & X_10=1 | X_1=5 & X_2=1 | X_1=3 & X_2=1 & X_16=0,0.226,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_pure,32,0.8887,0.0363,0.8904,25,0.56,-0.1866,0.4628,0.916,19.4,1.0,0.054,0.0323,-0.641,0.425,X_16=3 | X_11=0 | X_11=1 & X_16=0 | X_1=1 & X_8=2 | X_1=4 & X_7=1 & X_10=1 | X_1=5 & X_2=1 | X_1=3 & X_2=1 & X_16=0 | X_1=1 & X_12=1 & X_16=2,0.226,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_disjoint,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,X_16=3,0.231,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_disjoint,2,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,0.999,1.04,0.8245,0.0,0.0,0.0,0.0,X_16=3,0.231,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_disjoint,4,0.8457,0.0409,0.9668,25,1.0,0.5652,0.1536,0.957,3.12,0.8671,0.0223,0.0127,-0.0931,0.101,X_16=3 | X_11=1 & X_16=0,0.231,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_disjoint,8,0.8739,0.0416,0.9622,25,1.0,0.5442,0.1683,0.946,7.92,0.9153,0.0463,0.0278,-0.0184,0.1168,X_16=3 | X_11=1 & X_16=0 | X_11=0 & X_16=0 | X_1=1 & X_2=0 & X_8=2,0.231,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_disjoint,16,0.8756,0.0406,0.9085,25,0.56,0.0449,0.2395,0.917,15.28,0.9611,0.0184,0.0237,-0.5808,0.203,X_16=3 | X_11=1 & X_16=0 | X_11=0 & X_16=0 | X_1=1 & X_2=0 & X_8=2 | X_1=4 & X_2=0 & X_7=1 & X_10=1 | X_1=5 & X_2=1 & X_12=3,0.231,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,-
thyroid_recurrence,Yes,0.9,1,5,4,purity,rules_disjoint,32,0.8811,0.0421,0.8852,25,0.36,-0.2004,0.2944,0.925,24.88,1.0,0.0464,0.0359,-0.6549,0.2554,X_16=3 | X_11=1 & X_16=0 | X_11=0 & X_16=0 | X_1=1 & X_2=0 & X_8=2 | X_1=4 & X_2=0 & X_7=1 & X_10=1 | X_1=5 & X_2=1 & X_12=3 | X_1=1 & X_12=1 & X_16=2 | X_2=1 & X_3=0 & X_16=0,0.231,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,-
thyroid_recurrence,Yes,0.9,1,5,4,purity,tree,1,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,entropy-None-depth1-leaf2,0.115,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,tree,2,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,entropy-None-depth1-leaf2,0.115,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,tree,4,0.8235,0.0393,0.9799,25,1.0,0.6583,0.1189,1.0,1.0,0.824,0.0,0.0,0.0,0.0,entropy-None-depth1-leaf2,0.115,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,tree,8,0.8182,0.043,0.9658,25,0.96,0.5377,0.1533,0.909,5.88,0.8635,-0.0094,0.0389,-0.0249,0.1588,entropy-None-depth3-leaf9 | entropy-None-depth3-leaf6 | entropy-None-depth3-leaf12,0.115,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,tree,16,0.85,0.033,0.9527,25,0.88,0.4511,0.1938,0.923,13.16,0.9019,-0.0071,0.0338,-0.1746,0.1929,gini-None-depth4-leaf15 | gini-None-depth4-leaf10 | gini-None-depth4-leaf17 | gini-None-depth4-leaf8 | gini-None-depth4-leaf13,0.115,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,tree,32,0.85,0.033,0.9546,25,0.88,0.4674,0.1872,0.927,14.96,0.907,0.0153,0.0314,0.013,0.231,gini-None-depth4-leaf15 | gini-None-depth4-leaf10 | gini-None-depth4-leaf17 | gini-None-depth4-leaf8 | gini-None-depth4-leaf13 | gini-None-depth4-leaf20,0.115,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,ssdpp,1,0.2339,0.1726,0.9841,19,1.0,0.1341,0.0748,0.462,0.84,0.2217,-0.5896,0.1692,-0.5242,0.1569,ssdpp#1,0.123,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,-,-
thyroid_recurrence,Yes,0.9,1,5,4,purity,ssdpp,2,0.7272,0.053,0.9793,25,1.0,0.562,0.0921,0.908,1.8,0.7315,-0.0963,0.0392,-0.0963,0.0392,ssdpp#0,0.123,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,-,-
thyroid_recurrence,Yes,0.9,1,5,4,purity,ssdpp,4,0.7907,0.0418,0.9793,25,1.0,0.6255,0.1173,0.923,2.44,0.7898,-0.0327,0.0318,-0.0327,0.0318,ssdpp#0 | ssdpp#1,0.123,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,ssdpp,8,0.7907,0.0418,0.9793,25,1.0,0.6255,0.1173,0.923,2.44,0.7898,-0.0368,0.0341,0.0629,0.1158,ssdpp#0 | ssdpp#1,0.123,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,ssdpp,16,0.7907,0.0418,0.9793,25,1.0,0.6255,0.1173,0.923,2.44,0.7898,-0.0664,0.0374,-0.0002,0.1134,ssdpp#0 | ssdpp#1,0.123,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,purity,ssdpp,32,0.7907,0.0418,0.9793,25,1.0,0.6255,0.1173,0.923,2.44,0.7898,-0.044,0.045,0.1711,0.1924,ssdpp#0 | ssdpp#1,0.123,thyroid_recurrence Yes t=0.9 m=1 d<=4 puri,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.327,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.327,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.327,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.327,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.327,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.327,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_partial,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.335,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_partial,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.335,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_partial,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.335,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_partial,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.335,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_partial,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.335,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_partial,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.335,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_greedy,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.898,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_greedy,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.898,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_greedy,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.898,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_greedy,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.898,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_greedy,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.898,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,vsf_greedy,32,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.898,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,rules,1,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.116,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,rules,2,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.116,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,rules,4,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.116,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,rules,8,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.116,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
thyroid_recurrence,Yes,0.9,1,5,4,certified,rules,16,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.116,thyroid_recurrence Yes t=0.9 m=1 d<=4 cert,=,=
